timestamp,tagID,RSSI
20220209T155211,477785,148
20220209T155211,477784,132
20220209T155211,477765,149
20220209T155211,477791,168
20220209T155211,477780,138
20220209T155211,477771,149
20220209T155211,477789,158
20220209T155211,477786,134
20220209T155211,477777,157
20220209T155211,477775,162
20220209T155211,477788,135
20220209T155211,477764,145
20220209T155211,477793,147
20220209T155211,477790,150
20220209T155212,477773,160
20220209T155212,477783,136
20220209T155212,477781,151
20220209T155212,477782,132
20220209T155212,477787,141
20220209T155212,477766,138
20220209T155212,477774,148
20220209T155212,477770,155
20220209T155212,477791,168
20220209T155212,477776,145
20220209T155212,477769,139
20220209T155212,477780,138
20220209T155212,477775,160
20220209T155212,477789,157
20220209T155212,477788,148
20220209T155212,477786,133
20220209T155212,477779,139
20220209T155212,477764,145
20220209T155212,477793,146
20220209T155212,477783,136
20220209T155213,477766,139
20220209T155213,477770,150
20220209T155213,477791,169
20220209T155213,477776,145
20220209T155213,477769,139
20220209T162123,477777,154
20220209T162123,477771,151
20220209T162123,477783,138
20220209T162123,477790,151
20220209T162123,477776,145
20220209T162124,477779,142
20220209T162124,477774,150
20220209T162124,477782,131
20220209T162124,477785,150
20220209T162124,477773,159
20220209T162124,477788,149
20220209T162124,477781,151
20220209T162124,477765,151
20220209T162124,477789,158
20220209T162124,477766,137
20220209T162124,477778,131
20220209T162124,477772,145
20220209T162124,477770,151
20220209T162124,477784,133
20220209T162124,477792,160
20220209T162124,477764,145
20220209T162124,477783,138
20220209T162124,477777,154
20220209T162124,477771,151
20220209T162125,477779,142
20220209T162125,477791,169
20220209T162125,477788,148
20220209T162125,477765,151
20220209T162125,477781,151
