;Title, http://www.gcdataconcepts.com, x16-1d, ADXL345
;Version, 1877, Build date, Jan  8 2020,  SN:CCDC4016ECDDBE3
;Start_time, 2022-11-16, 00:19:30.482
;Uptime, 4,sec,  Vbat, 1430, mv, EOL, 1100, mv
;SampleRate, 200,Hz
;Deadband, 0, counts
;DeadbandTimeout, 15.000,sec
;Time, Ax, Ay, Az
1.97504,-479,-1532,-1409
1.102358,-390,-2609,-1863
1.107213,-54,-1643,-1741
1.112213,83,-1873,-652
1.117068,-42,-2438,-249
1.121923,-18,-1200,-1209
1.126923,157,-1968,-443
1.131777,107,-2420,524
1.136632,-133,-1047,-883
1.141632,-375,-2263,246
1.146487,-374,-1682,1221
1.151341,-263,-229,-713
1.156341,-520,-2223,-633
1.161227,-484,-1108,553
1.166081,-111,355,323
1.171081,-86,-1191,-220
1.175936,-20,-668,-427
1.180791,269,0,-111
1.185791,239,-165,130
1.190646,182,-218,-300
1.195500,378,-106,-267
1.200500,278,453,144
1.205355,-197,82,-274
1.210210,-527,546,-33
1.215210,-211,699,-65
1.220065,5,-36,-1184
1.224950,-325,776,-799
1.229950,-290,1176,-415
1.234805,171,1019,-575
1.239659,24,1071,-1611
1.244659,-177,1212,-2486
1.249514,348,2083,-716
1.254369,441,2249,-1033
1.259369,244,1431,-2159
1.264224,212,1331,-1466
1.269078,-129,1539,-2559
1.274078,-192,915,-2663
1.278933,-254,1130,-2488
1.283788,-436,2039,-3980
1.288788,-111,1369,-2427
1.293643,-306,1133,-2770
1.298528,-543,1567,-5302
1.303528,35,882,-3097
1.308383,303,671,-3157
1.313237,126,282,-5041
1.318237,164,69,-4171
1.323092,233,410,-4946
1.327947,101,-272,-3948
1.332947,-4,-324,-3888
1.337801,-65,-558,-6359
1.342656,-65,-1036,-4411
1.347656,-208,-936,-3823
1.352511,-327,-1406,-5305
1.357366,-233,-1513,-4177
1.362366,-233,-1868,-4370
1.367220,-95,-2098,-4848
1.372106,74,-1566,-3316
1.377106,8,-1895,-3129
1.381960,-61,-2232,-3361
1.386815,-172,-3002,-3164
1.391815,-195,-2709,-3729
1.396670,12,-340,-1461
1.401525,-118,-2384,-1202
1.406525,-506,-4170,-4186
1.411379,-370,-1193,-1929
1.416234,44,-1734,-342
1.421234,73,-3013,-2104
1.426089,1,-1568,-1477
1.430944,-33,-2113,-125
1.435944,-192,-2848,-184
1.440798,-249,-1384,-1272
1.445653,-261,-1700,-440
1.450653,-297,-2931,1108
1.455538,-177,-1197,-200
1.460393,-24,-1220,-793
1.465393,-52,-2293,508
1.470248,-300,-572,389
1.475102,-556,-1075,41
1.480102,-243,-1547,299
1.484957,123,33,-222
1.489812,-67,-949,-438
1.494812,-267,-779,316
1.499667,-113,373,587
1.504521,46,-377,335
1.509521,-47,-199,-124
1.514376,274,-349,-638
1.518893,610,110,62
1.524144,278,810,533
1.529144,-197,148,-172
1.533999,-318,619,-186
1.538854,-143,510,-400
1.543854,-283,91,-1033
1.548708,-499,944,-813
1.553563,21,1476,101
1.558563,212,1324,-756
1.563418,-177,842,-2597
1.568273,341,1714,-909
1.573273,640,2306,-186
1.578127,251,1123,-2140
1.582982,310,1142,-1843
1.587982,67,1539,-1525
1.592837,-534,1728,-2939
1.597692,-424,1826,-2475
1.602692,-350,1364,-1784
1.607546,-670,1696,-3561
1.612401,-261,1469,-2959
1.617401,-20,1030,-2566
1.622256,-222,1155,-4552
1.627111,205,828,-3527
1.632111,441,858,-3182
1.636627,230,510,-4284
1.641879,191,153,-4402
1.646733,183,253,-4570
1.651733,74,19,-3913
1.656588,-79,-179,-4668
1.661443,-175,-563,-5539
1.666443,-233,-686,-4111
1.671298,-122,-861,-4325
1.676152,-24,-1033,-4486
1.681152,-317,-1191,-3505
1.686007,-404,-2075,-4637
1.690862,-188,-2004,-4618
1.695862,-59,-1820,-3675
1.700716,98,-2006,-3573
1.705602,107,-1641,-2711
1.710602,39,-2347,-2757
1.715456,-31,-2913,-3438
1.720311,-47,-1891,-2647
1.725311,116,-1720,-1436
1.730166,-140,-2754,-2084
1.735021,-593,-2543,-2502
1.740021,-445,-2266,-1549
1.744875,-224,-2186,-1716
1.749730,-236,-1879,-947
1.754730,-88,-3205,-254
1.759585,-77,-2148,-1616
1.764440,-109,476,-1411
1.769440,373,-2350,733
1.774294,362,-3814,423
1.779149,-100,-888,-904
1.784149,39,-1177,349
1.789004,-149,-2245,621
1.793859,-536,-1657,324
1.798859,-429,-925,469
1.803713,-641,-1131,83
1.808599,-822,-1393,298
1.813599,-493,-206,-127
1.818453,-345,-863,-367
1.823308,-333,-911,801
1.828308,-8,774,1055
1.833163,491,-313,-9
1.838018,253,-809,-854
1.843018,148,-334,-995
1.847872,603,-13,167
1.852727,376,1299,1365
1.857727,114,632,762
1.862582,-138,160,49
1.867436,-274,492,-125
1.872436,-58,114,-743
1.877291,-315,790,-841
1.882146,-309,912,69
1.887146,-279,1194,-192
1.892001,-1140,2442,-2522
1.896855,-633,1431,-954
1.901855,1012,1060,785
1.906710,948,2776,-2627
1.911595,469,1883,-1243
1.916595,658,794,521
1.921450,419,1676,-2864
1.926305,341,1199,-2129
1.931305,498,730,-1250
1.936160,314,1223,-3161
1.941014,416,1089,-2613
1.946014,301,1473,-2950
1.950869,-231,1649,-3782
1.955724,-429,1328,-3198
1.960724,-443,1333,-3122
1.965579,-299,873,-2657
1.970433,-408,808,-3875
1.975433,-361,669,-4664
1.980288,-186,103,-3366
1.985143,-563,-40,-4755
1.990143,-327,-215,-5166
1.994998,233,23,-3613
1.999883,226,19,-4509
2.4883,99,-684,-4364
2.9737,121,-952,-3404
2.14592,260,-1091,-3695
2.19592,330,-1402,-3657
2.24447,292,-1931,-4084
2.29302,91,-2304,-4389
2.34302,-181,-2227,-3788
2.39156,-259,-2589,-3809
2.44011,-249,-2206,-3661
2.49011,-277,-652,-1881
2.53866,-497,-1897,-2352
2.58721,-706,-3211,-4238
2.63721,-342,-1275,-2054
2.68575,-158,-2215,-1036
2.73430,-472,-3173,-3084
2.78430,-9,-1425,-1672
2.83285,508,-2073,-388
2.88170,328,-2241,-1922
2.93170,257,-2288,-679
2.98025,16,-2982,341
2.102880,-193,-711,-1513
2.107880,-63,-1081,-295
2.112734,-225,-4073,1231
2.117589,-406,-2441,-286
2.122589,-336,-208,-515
2.127444,-515,-2147,707
2.132299,-531,-2545,855
2.137299,-149,-50,-211
2.142153,39,-1066,-431
2.147008,-190,-1965,426
2.152008,-250,89,782
2.156863,271,-458,362
2.161717,423,-1431,57
