timestamp,tagID,RSSI
20220125T092849,477778,147
20220125T092907,477779,109
20220125T092907,477790,136
20220125T092907,477772,131
20220125T092907,477769,110
20220125T092907,477774,133
20220125T092907,477783,127
20220125T092907,477793,109
20220125T092907,477782,117
20220125T092907,477792,139
20220125T092907,477770,124
20220125T092907,477766,157
20220125T092907,477771,113
20220125T092907,477775,137
20220125T092907,477765,116
20220125T092907,477785,126
20220125T092907,477773,136
20220125T092907,477778,151
20220125T092907,477767,145
20220125T092907,477779,113
20220125T092907,477776,113
20220125T092907,477764,111
20220125T092907,477769,109
20220125T092907,477783,127
20220125T092907,477774,133
20220125T092907,477772,133
20220125T092907,477793,111
20220125T092907,477788,123
20220125T092907,477777,120
20220125T092907,477786,117
20220125T092907,477787,124
20220125T092907,477792,139
20220125T092907,477789,128
20220125T092907,477766,156
20220125T092907,477782,117
20220125T092907,477771,113
20220125T092907,477775,136
20220125T092907,477765,116
20220125T092907,477785,125
20220125T092907,477773,136
20220125T092907,477778,152
20220125T092907,477767,135
20220125T092907,477779,109
20220125T092907,477780,97
20220125T092907,477783,129
20220125T092907,477772,130
20220125T092907,477777,120
20220125T092907,477786,121
20220125T092907,477792,140
20220125T092907,477789,127
20220125T092907,477766,157
20220125T092907,477775,137
20220125T092907,477771,113
20220125T092907,477791,133
20220125T092907,477784,113
20220125T092907,477778,152
20220125T092907,477773,137
20220125T092907,477785,127
20220125T092907,477767,136
20220125T092907,477776,112
20220125T092907,477769,110
20220125T092907,477779,110
20220125T092907,477793,111
20220125T092907,477764,110
20220125T092907,477788,123
20220125T092907,477777,113
20220125T092907,477772,133
20220125T092907,477787,124
20220125T092907,477786,121
20220125T092907,477792,140
20220125T092907,477789,128
20220125T092907,477766,156
20220125T092907,477770,123
20220125T092907,477765,115
20220125T092907,477775,137
20220125T092907,477784,113
20220125T092907,477782,119
20220125T092907,477771,113
20220125T092907,477791,134
20220125T092907,477767,131
20220125T092907,477780,97
20220125T092907,477779,109
20220125T092907,477788,124
20220125T092907,477781,104
20220125T092907,477764,110
20220125T092907,477772,133
20220125T092907,477792,134
20220125T092907,477789,126
20220125T092907,477786,120
20220125T092907,477766,157
20220125T092907,477770,123
20220125T092907,477765,116
20220125T092907,477775,137
20220125T092907,477784,114
20220125T092907,477782,118
20220125T092907,477778,152
20220125T092907,477791,133
20220125T092907,477773,136
20220125T092907,477785,127
20220125T092907,477780,97
20220125T092907,477783,128
20220125T092917,477790,133
20220125T092917,477774,133
20220125T092917,477779,109
20220125T092917,477781,104
20220125T092917,477788,124
20220125T092917,477792,139
20220125T092917,477764,111
20220125T092917,477787,124
20220125T092917,477772,131
20220125T092917,477777,119
20220125T092917,477766,157
20220125T092917,477765,115
20220125T092917,477786,120
20220125T092917,477775,137
20220125T092917,477784,112
20220125T092917,477778,152
20220125T092917,477791,133
20220125T092917,477773,136
20220125T092917,477767,136
20220125T092917,477785,126
20220125T092917,477783,127
20220125T092917,477774,132
20220125T092917,477790,133
20220125T092917,477781,106
20220125T092917,477779,109
20220125T092917,477764,111
20220125T092917,477777,120
20220125T092917,477770,123
20220125T092917,477786,120
20220125T092917,477775,137
20220125T092917,477784,115
20220125T092917,477778,149
20220125T092917,477769,109
20220125T092917,477791,133
20220125T092917,477773,136
20220125T092917,477782,117
20220125T092917,477771,114
20220125T092917,477767,135
20220125T092917,477781,104
20220125T092917,477793,111
20220125T092917,477790,133
20220125T092917,477792,139
20220125T092917,477772,132
20220125T092917,477789,126
20220125T092917,477766,154
20220125T092917,477770,123
20220125T092917,477786,120
20220125T092917,477784,114
20220125T092917,477778,152
20220125T092917,477769,109
20220125T092917,477773,136
20220125T092917,477791,133
20220125T092917,477767,136
20220125T092917,477785,125
20220125T092917,477792,139
20220125T092917,477787,124
20220125T092917,477788,123
20220125T092917,477772,132
20220125T092917,477775,136
20220125T092917,477789,127
20220125T092917,477766,156
20220125T092917,477770,123
20220125T092917,477786,121
20220125T092917,477776,112
20220125T092917,477784,113
20220125T092917,477778,150
20220125T092917,477769,110
20220125T092917,477773,136
20220125T092917,477781,105
20220125T092917,477782,118
20220125T092917,477780,97
20220125T092917,477785,126
20220125T092917,477779,110
20220125T092917,477775,137
20220125T092917,477772,131
20220125T092917,477766,158
20220125T092917,477786,121
20220125T092917,477778,152
20220125T092917,477773,136
20220125T092917,477767,136
20220125T092917,477791,133
20220125T092917,477781,106
20220125T092917,477780,97
20220125T092917,477788,124
20220125T092917,477785,127
20220125T092917,477779,109
20220125T092917,477775,136
20220125T092917,477770,122
20220125T092917,477772,136
20220125T092917,477766,157
20220125T092917,477789,127
20220125T092917,477777,119
20220125T092917,477769,110
20220125T092917,477776,112
20220125T092917,477786,120
20220125T092917,477778,152
20220125T092917,477773,136
20220125T092917,477783,129
20220125T092917,477767,136
20220125T092917,477791,134
